0.04015,0.06624,0.04242,0.00000,0.00000,0.13050,0.00000,0.00000,0.04308,0.00000,0.00000,0.11554,0.18102,0.00000,0.00000,0.00000,0.09842,0.22751,0.05513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04247,0.03261,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01820,0.00000,0.00000,0.00000,0.27195,0.00000,0.00000,0.09842,0.00000,0.08132,0.08731,0.00000,0.00000,0.02760,0.26127,0.07885,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07880,0.00000,0.00000,0.12638,0.00000,0.18398,0.00000,0.22751,0.08132,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30201
0.05983,0.00000,0.02838,0.00000,0.31384,0.29834,0.00000,0.00000,0.01791,0.00000,0.11299,0.00000,0.00000,0.00000,0.00000,0.05513,0.08731,0.00000,0.00000,0.00000,0.00000,0.02628,0.00000,0.00000,0.00000
0.00000,0.00000,0.09181,0.00000,0.00000,0.00000,0.00000,0.42893,0.03012,0.00000,0.00000,0.00000,0.16416,0.00000,0.28498,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.27283,0.00000,0.20238,0.01745,0.27184,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32297
0.03863,0.01977,0.01629,0.02476,0.18877,0.00000,0.00000,0.08384,0.00928,0.00000,0.00000,0.07787,0.44452,0.00000,0.00000,0.00000,0.02760,0.00000,0.02628,0.00000,0.00000,0.00000,0.01721,0.02519,0.00000
0.00000,0.00000,0.19199,0.00000,0.00000,0.00000,0.00000,0.00000,0.02061,0.00000,0.12249,0.00000,0.04675,0.33968,0.00000,0.00000,0.26127,0.00000,0.00000,0.00000,0.00000,0.01721,0.00000,0.00000,0.00000
0.23811,0.26417,0.00000,0.00000,0.33387,0.00000,0.00000,0.00000,0.05980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07885,0.00000,0.00000,0.00000,0.00000,0.02519,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.27024,0.00000,0.00000,0.00000,0.00000,0.06979,0.00000,0.02502,0.00000,0.00000,0.00998,0.00000,0.00000,0.00000,0.30201,0.00000,0.00000,0.32297,0.00000,0.00000,0.00000,0.00000
